24.0,26.0,0.5
22.0,24.0,0.5
20.0,22.0,0.5
18.0,20.0,0.5
16.0,18.0,0.5
14.0,16.0,0.5
12.0,16.0,0.5
10.0,16.0,0.5
8.0,18.0,0.5
8.0,18.0,0.5
6.0,18.0,0.5
4.0,16.0,0.5
2.0,14.0,0.5
2.0,12.0,0.5
4.0,10.0,0.5
4.0,10.0,0.5
4.0,8.0,0.5
6.0,6.0,0.5
6.0,4.0,0.5
8.0,2.0,0.5
10.0,0.0,0.5
10.0,-2.0,0.5
10.0,-2.0,0.5
10.0,-2.0,0.5
12.0,-2.0,0.5
14.0,0.0,0.5
14.0,2.0,0.5
14.0,4.0,0.5
12.0,6.0,0.5
10.0,8.0,0.5
8.0,10.0,0.5
6.0,10.0,0.5
4.0,10.0,0.5
2.0,12.0,0.5
0.0,14.0,0.5
0.0,16.0,0.5
2.0,16.0,0.5
4.0,18.0,0.5
6.0,20.0,0.5
6.0,22.0,0.5
6.0,24.0,0.5
8.0,22.0,0.5
10.0,20.0,0.5
10.0,18.0,0.5
8.0,18.0,0.5
8.0,18.0,0.5
10.0,16.0,0.5
12.0,14.0,0.5
14.0,12.0,0.5
14.0,10.0,0.5
14.0,8.0,0.5
12.0,6.0,0.5
10.0,6.0,0.5
8.0,6.0,0.5
8.0,6.0,0.5
6.0,6.0,0.5
4.0,8.0,0.5
2.0,10.0,0.5
0.0,12.0,0.5
-2.0,14.0,0.5
-2.0,16.0,0.5
-2.0,18.0,0.5
0.0,18.0,0.5
0.0,18.0,0.5
0.0,20.0,0.5
0.0,22.0,0.5
2.0,24.0,0.5
2.0,24.0,0.5
0.0,22.0,0.5
-2.0,20.0,0.5
-4.0,20.0,0.5
-6.0,22.0,0.5
-8.0,24.0,0.5
-8.0,22.0,0.5
-10.0,20.0,0.5
-10.0,18.0,0.5
-10.0,16.0,0.5
-10.0,14.0,0.5
-8.0,12.0,0.5
-6.0,12.0,0.5
-4.0,14.0,0.5
-2.0,14.0,0.5
0.0,14.0,0.5
2.0,12.0,0.5
2.0,10.0,0.5
0.0,8.0,0.5
-2.0,6.0,0.5
-4.0,6.0,0.5
-6.0,4.0,0.5
-8.0,2.0,0.5
-8.0,0.0,0.5
-6.0,0.0,0.5
-6.0,0.0,0.5
-4.0,-2.0,0.5
-2.0,-4.0,0.5
-2.0,-6.0,0.5
0.0,-8.0,0.5
2.0,-10.0,0.5
2.0,-10.0,0.5
4.0,-10.0,0.5
